,0
اصفهان،اصفهان،باغ دریاچه,10
تهران،تهران،شهرک صنعتی شماره 2 (ایبک آباد),10
اصفهان،اصفهان،احمدآباد,10
خراسان رضوی،مشهد،رضا‌شهر,10
تهران،تهران،مسکن مهر(دره گرم),10
قزوین،قزوین،سبزه میدان,10
اصفهان،اصفهان،جابرانصاری,10
کرمان،کرمان،خیابان ابوذر,10
قم،قم،انسجام,10
گیلان،رشت،حمیدیان,10
مازندران،آمل،امام خمینی,10
سیستان و بلوچستان،زاهدان،فرهاد,9
سمنان،سمنان،کارگر,9
فارس،شیراز،شهرک رکن آباد,9
بوشهر،بوشهر،بهمنی,9
کرمان،جیرفت،خیابان قرنی,9
فارس،شیراز،ملاصدرا,9
اصفهان،اصفهان،ابن سینا,9
کردستان،سنندج،کمربندی,9
کرمانشاه،کرمانشاه،فرهنگیان فاز یک,9
تهران،تهران،شهرک الهیه غرب,9
خوزستان،اهواز،سی متری,9
مازندران،سلمانشهر (متل قو)،متل قو,9
البرز،کرج،حسین آباد(کرج),9
مازندران،ساری،بلوار امام رضا,8
یزد،یزد،امام شهر -  ولی عصر,8
سمنان،سمنان،شورا,8
قم،قم،باجک (19 دی),8
همدان،همدان،30 متری الغدیر,8
کرمانشاه،کرمانشاه،بیست و دو بهمن,8
تهران،تهران،بزرگراه جلال آل احمد,8
خوزستان،اهواز،سیاحی,8
البرز،کرج،ونک,8
کرمانشاه،کرمانشاه،باغ ابریشم,8
گیلان،رشت،پیربازار,7
آذربایجان شرقی،تبریز،فردوس,7
سیستان و بلوچستان،زاهدان،بلوار معلم,7
لرستان،خرم آباد،شمشیرآباد (منطقه7),7
مرکزی،اراک،شهرک الغدیر,7
اصفهان،اصفهان،مسجد سیّد,7
فارس،شیراز،نمازی,7
کرمانشاه،کرمانشاه،شهرک امام خمینی,7
آذربایجان شرقی،تبریز،ولیعصر جنوبی,7
تهران،تهران،سئول,7
همدان،همدان،میدان شاهد,7
خراسان رضوی،مشهد،پردیسان,7
گیلان،رشت،پیرکلاچاه,7
آذربایجان شرقی،تبریز،قبرستان مارالان,6
تهران،تهران،بلوار کشاورز,6
کردستان،سنندج،بهاران 1/17,6
مرکزی،اراک،کشتارگاه,6
گیلان،رشت،معلم,6
لرستان،خرم آباد،کرگانه,6
قم،قم،هفت تیر,6
همدان،همدان،کوی استادان,6
خراسان رضوی،مشهد،بلوار فردوسی,6
آذربایجان غربی،ارومیه،ریحان اباد,6
یزد،یزد،شاهدیه,6
کرمانشاه،کرمانشاه،آناهیتا,6
همدان،همدان،سایر- کرج,5
خراسان شمالی،بجنورد،پردیس,5
البرز،کرج،کارخانه قند(کرج),5
تهران،تهران،حاجی‌آباد,5
فارس،شیراز،بلوار دولت,5
کردستان،سنندج،عباس‌ آباد,5
تهران،تهران،شاهین ویلا(کرج),5
کردستان،سنندج،پل بند (نظام‌آباد),5
گیلان،رشت،جماران,5
آذربایجان غربی،ارومیه،مدنی1,5
البرز،هشتگرد و نظرآباد،راه آهن (هشتگرد),5
اصفهان،اصفهان،شمس آبادی,5
کرمان،کرمان،خیابان هزار و یک شب,5
کرمانشاه،کرمانشاه،کیهانشهر,5
اصفهان،اصفهان،حصه,5
کردستان،سنندج،نایسر,5
فارس،شیراز،جانبازان (پودنک),5
قزوین،قزوین،راه‌آهن,5
تهران،تهران،نواب صفوی,4
کردستان،سنندج،فیض اباد,4
مازندران،بابل،شهرک بهزاد,4
قم،قم،عماریاسر,4
تهران،تهران،حافظیه,4
تهران،تهران،اقدسیه,4
تهران،تهران،فردوس غرب,4
سمنان،سمنان،مهدیشهر,4
خوزستان،اهواز،کوی 22 بهمن,4
آذربایجان شرقی،تبریز،نیروی هوایی,4
کردستان،سنندج،شهرک سعدی فاز 2,4
همدان،همدان،30 متری سعیدیه,4
کرمان،کرمان،بلوار شیراز,4
قزوین،قزوین،نوروزیان,4
لرستان،خرم آباد،ماسور (منطقه8),4
اصفهان،اصفهان،ناژوان,4
البرز،کرج،حسن آباد(کرج),4
قزوین،قزوین،شهرک غیاث آباد,4
قم،قم،بلوار 15 خرداد,3
بوشهر،بوشهر،امامزاده,3
سمنان،سمنان،درجزین,3
اصفهان،اصفهان،پل تمدن,3
مرکزی،اراک،آیت الله غفاری,3
آذربایجان شرقی،تبریز،میرداماد,3
خوزستان،اهواز،فاز 4 کوروش,3
مازندران،بابل،شهرک اندیشه,3
گیلان،رشت،آتشگاه,3
خراسان رضوی،مشهد،موسوی قوچانی,3
گیلان،رشت،عینک,3
کرمانشاه،کرمانشاه،جعفرآباد,3
کردستان،سنندج،گلشن,3
آذربایجان غربی،ارومیه،چهارراه شورا,3
قزوین،قزوین،مولوی,3
قزوین،قزوین،میدان قدس,3
خراسان رضوی،مشهد،آزاد شهر,3
سیستان و بلوچستان،زاهدان،نصر,3
تهران،تهران،میدان اقبال,3
تهران،تهران،اتوبان کردستان,3
آذربایجان غربی،ارومیه،سرداران2,2
سمنان،سمنان،امام حسین,2
خوزستان،اهواز،کوی سپیدار,2
خوزستان،اهواز،شهرک برق,2
آذربایجان غربی،ارومیه،شهید رجایی,2
فارس،شیراز،صنایع (میرزای شیرازی),2
بوشهر،بوشهر،سنگی,2
تهران،تهران،ازگل,2
کرمانشاه،کرمانشاه،شاطرآباد,2
یزد،یزد،خاتمی,2
تهران،تهران،معراج,2
البرز،کرج،آیت الله کاشانی,2
فارس،شیراز،پاسداران,2
تهران،تهران،آهنگ,2
کردستان،سنندج،شریف آباد,2
قزوین،قزوین،شهرک عارف,2
خراسان رضوی،مشهد،حرم‌مطهر,2
یزد،یزد،بلوار دانشجو,2
کرمانشاه،کرمانشاه،جوادیه,2
اصفهان،اصفهان،سپاهان‌شهر (حومه),2
قزوین،قزوین،ملاصدرا,2
قزوین،قزوین،دوراه همدان,2
البرز،کرج،شهرک بنفشه(کرج),2
خراسان رضوی،مشهد،فلسطین,2
کرمانشاه،کرمانشاه،سراب قنبر,2
گیلان،رشت،سعدی,2
کردستان،سنندج،سیروس,2
سیستان و بلوچستان،زاهدان،بلوار بعثت,2
همدان،همدان،کوی منوچهری,2
کرمان،کرمان،خیابان سرباز,2
اصفهان،اصفهان،مشتاق,2
فارس،شیراز،سفیرشمالی,2
کردستان،سنندج،شهرک کشاورز,2
قم،قم،طرشت,1
همدان،همدان،خیابان دکتر چمران,1
اصفهان،اصفهان،کوی ولی عصر,1
مازندران،ساری،ساری,1
آذربایجان شرقی،تبریز،کوی لاله,1
بوشهر،بوشهر،عاشوری,1
سمنان،سمنان،استقلال,1
فارس،شیراز،بعثت,1
فارس،شیراز،والفجر,1
گیلان،رشت،معلولین,1
بوشهر،بوشهر،بهشت صادق,1
اصفهان،اصفهان،شیخ طوسی,1
همدان،همدان،18 متری ابوذر,1
مازندران،آمل،امام رضا,1
کرمانشاه،کرمانشاه،تعاون,1
خوزستان،اهواز،گلستان جنوبی,1
سیستان و بلوچستان،زاهدان،بزرگمهر,1
خراسان رضوی،مشهد،سید‌رضی,1
فارس،شیراز،پارامونت,1
گلستان،گرگان،سایر,1
قزوین،قزوین،شهرک کوثر,1
چهارمحال و بختیاری،شهرکرد،حافظ شمالی,1
تهران،تهران،مالک اشتر,1
لرستان،خرم آباد،زیبا کنار,1
اصفهان،اصفهان،شهرک شهید کشوری,1
البرز،کرج،دروازه دولت,1
لرستان،خرم آباد،کریم خان زند,1
آذربایجان شرقی،تبریز،ولیعصر,1
خوزستان،اهواز،بهارستان,1
خوزستان،اهواز،فاز 5 پادادشهر,1
همدان،همدان،خیابان میرزاده عشقی,1
فارس،شیراز،بلوار نصر,1
تهران،تهران،قلی پور,1
بوشهر،بوشهر،دواس,1
آذربایجان شرقی،تبریز،شفیع زاده,1
همدان،همدان،خیابان 18 متری شکریه,1
سمنان،سمنان،شهرک مسکن مهر,1
کرمان،کرمان،بزرگراه آیت اله خامنه ای,1
مازندران،چالوس، نوشهر و کلارآباد،انارور (نوشهر),1
خوزستان،اهواز،گلدشت,1
سمنان،سمنان،نهضت,1
کرمان،کرمان،محله توکل آباد,1
همدان،همدان،شهرک الوند,1
گیلان،رشت،شهید انصاری,1
قم،قم،کلهری,1
اصفهان،اصفهان،سعادت‌آباد,1
اصفهان،اصفهان،آزادگان,1
سیستان و بلوچستان،زاهدان،بهشتی,1
آذربایجان شرقی،تبریز،کوی بهشتی,1
مرکزی،اراک،خیابان طالقانی,1
