,0
اصفهان،اصفهان،کهندژ,33
فارس،شیراز،نیایش,33
خراسان رضوی،مشهد،چهارراه لشگر,32
کردستان،سنندج،ادب,32
قم،قم،عماریاسر,32
تهران،تهران،مرتضوی,32
اصفهان،اصفهان،شهرک سیمرغ,32
اصفهان،اصفهان،دروازه شیراز,32
البرز،کرج،حسن آباد(کرج),32
تهران،تهران،نسیم شهر,32
تهران،تهران،هفت تیر(کرج),32
کرمان،کرمان،میدان آزادی,32
آذربایجان شرقی،تبریز،کوچه باغ,32
آذربایجان شرقی،تبریز،هتل مرمر,31
گیلان،رشت،جاده لاهیجان,31
آذربایجان شرقی،تبریز،رسالت غربی,31
قم،قم،سهروردی,31
آذربایجان شرقی،تبریز،بزرگراه آزادی,31
فارس،شیراز،گلدشت حافظ,31
اصفهان،اصفهان،شاهین شهر,31
فارس،شیراز،بلوار فضیلت,31
فارس،شیراز،کوی زهرا,30
اصفهان،اصفهان،روشن‌دشت (حومه),30
فارس،شیراز،زرهی,30
فارس،شیراز،سراج,30
البرز،کرج،ستارخان,30
اصفهان،اصفهان،میدان نقش جهان,30
خراسان رضوی،مشهد،میدان عدل خمینی,30
البرز،کرج،کرج - عظیمیه,30
تهران،تهران،کشاورز غربی,30
همدان،همدان،کوی متخصصین,30
قم،قم،صفاشهر,30
گیلان،رشت،باهنر,30
تهران،تهران،مشتاق,29
اصفهان،اصفهان،جلفا,29
تهران،تهران،کاوه,29
کرمان،کرمان،پارک نشاط,29
قم،قم،صفائیه,29
فارس،شیراز،نصر,29
البرز،کرج،کارخانه قند(کرج),29
اصفهان،اصفهان،بیست و چهار متری,29
خوزستان،اهواز،سی متری,29
تهران،تهران،ملک شهر,29
آذربایجان شرقی،تبریز،رضانژاد,29
فارس،شیراز،شیمی گیاه,28
کرمان،کرمان،پارک مطهری,28
فارس،شیراز،آزادگان,28
تهران،تهران،رشتیان,28
آذربایجان شرقی،تبریز،کوی لاله,28
اصفهان،اصفهان،خوراسگان,28
اصفهان،اصفهان،اتوبان تهران کرج,28
قم،قم،سمیه,28
البرز،کرج،شهر جدید هشتگرد,28
البرز،کرج،تهران,27
اصفهان،اصفهان،شهرک آزادی,27
البرز،کرج،اکبر آباد(کرج),27
البرز،کرج،شاه عباسی(کرج),27
قم،قم،دانیال,27
فارس،شیراز،زندیه,27
کردستان،سنندج،شهرک زاگرس,27
آذربایجان شرقی،تبریز،پل سنگی,27
خراسان رضوی،مشهد،پرستش,27
خراسان رضوی،مشهد،طبرسی,27
تهران،تهران،متل قو,27
البرز،کرج،هشتگرد,27
البرز،کرج،ولنجک,26
همدان،همدان،شهرک بهشتی,26
فارس،شیراز،شهرک الهیه غرب,26
خراسان رضوی،مشهد،شهید بهشتی,26
البرز،کرج،انقلاب(کرج),26
خوزستان،اهواز،باغ شیخ,26
تهران،تهران،پردیسان,26
تهران،تهران،جاده انزلی,26
تهران،تهران،صدرا فاز یک,26
کردستان،سنندج،شهرک پردیس,26
فارس،شیراز،فرزانگان,25
آذربایجان شرقی،تبریز،ششگلان,25
یزد،یزد،امام شهر -  ولی عصر,25
همدان،همدان،میدان بعثت,25
قم،قم،امامزاده ابراهیم,25
البرز،کرج،شهرک اندیشه فاز 2(کرج),25
اصفهان،اصفهان،رودکی,25
آذربایجان شرقی،تبریز،میدان آذربایجان,25
فارس،شیراز،فخرآباد,25
تهران،تهران،شهرک بنفشه(کرج),25
اصفهان،اصفهان،صارمیه,25
کرمان،کرمان،بلوار شیراز,25
فارس،شیراز،خلدبرین,25
خراسان رضوی،مشهد،کوی مهدی,25
خوزستان،اهواز،کیانشهر,25
البرز،کرج،انرژی اتمی(کرج),25
تهران،تهران،بزرگمهر,25
فارس،شیراز،جانبازان (پودنک),25
گیلان،رشت،فلسطین,25
تهران،تهران،مطهری (منطقه ۱۵),24
تهران،تهران،شهر جدید هشتگرد,24
خوزستان،اهواز،مفتح,24
تهران،تهران،زرکش,24
آذربایجان شرقی،تبریز،باغ شمال,24
گیلان،رشت،چهارراه گلسار,24
خراسان رضوی،مشهد،گاز شرقی,24
یزد،یزد،جمهوری اسلامی  -  امام جعفر صادق,24
خوزستان،اهواز،کوی آغاجری,24
فارس،شیراز،سرداران,24
کرمان،کرمان،بزرگراه هاشمی رفسنجانی,24
قم،قم،انقلاب (چهارمردان),24
آذربایجان شرقی،تبریز،حکم آباد,24
تهران،تهران،شهرک قدس,24
کرمان،کرمان،ونک,24
فارس،شیراز،دینکان,24
تهران،تهران،امام رضا,24
کردستان،سنندج،پاسداران (۶ بهمن),24
فارس،شیراز،پل غدیر,24
اصفهان،اصفهان،ارغوانیه,24
قم،قم،کلهری,23
تهران،تهران،شاهین ویلا(کرج),23
فارس،شیراز،ستاد,23
البرز،کرج،پونک,23
اصفهان،اصفهان،غرضی,23
فارس،شیراز،چنچنه,23
لرستان،خرم آباد،علوی (منطقه2),23
اصفهان،اصفهان،فولادشهر,23
خراسان رضوی،مشهد،حرم‌مطهر,23
کردستان،سنندج،بهاران 19/2,23
کردستان،سنندج،مبارک‌ آباد,23
تهران،تهران،طالب آملی,23
تهران،تهران،صفری,23
تهران،تهران،سرآسیاب مهرآباد,23
اصفهان،اصفهان،تختی,22
خوزستان،اهواز،سعدی,22
مازندران،آمل،دروس,22
خراسان رضوی،مشهد،فلکه ضد,22
خوزستان،اهواز،فاز 4 کوروش,22
البرز،کرج،تهرانپارس (منطقه ۴),22
تهران،تهران،شهرک دژبان,22
اصفهان،اصفهان،آزادی,22
همدان،همدان،چهار باغ 45 متری اعتمادیه,22
کرمان،کرمان،پونک,22
فارس،شیراز،کوی دانشگاه,22
البرز،کرج،شهرک اندیشه فاز 3(کرج),22
فارس،شیراز،شهید مطهری,22
مازندران،آمل،امام خمینی,22
تهران،تهران،هنرستان,22
تهران،تهران،شهرک وحدت(کرج),21
تهران،تهران،خیابان شهید بهشتی (عباس آباد),21
گیلان،رشت،جنت آباد,21
خوزستان،اهواز،کمپلو شمالی,21
کردستان،سنندج،شهرک سعدی فاز 1,21
فارس،شیراز،فضیلت,21
فارس،شیراز،چهل مقام,21
همدان،همدان،چهار باغ ارم,21
همدان،همدان،30 متری سعیدیه,21
تهران،تهران،کوی انقلاب (منطقه3),21
لرستان،خرم آباد،کوی انقلاب (منطقه3),21
البرز،کرج،هاشمی,21
آذربایجان شرقی،تبریز،منطقه صنعتی تبریز,21
تهران،تهران،جلفا,21
البرز،کرج،ونک,21
اصفهان،اصفهان،سایر- کرج,21
کردستان،سنندج،وکیل,21
تهران،تهران،میدان معلم,21
خوزستان،اهواز،باغ معین,20
تهران،تهران،مارلیک(کرج),20
اصفهان،اصفهان،اشرفی اصفهانی,20
تهران،تهران،قصردشت,20
تهران،تهران،جاده سنگر,20
خوزستان،اهواز،آخر آسفالت,20
آذربایجان شرقی،تبریز،ایستگاه راه آهن,20
خوزستان،اهواز،فاز 3 کوروش,20
تهران،تهران،درختی(کرج),20
آذربایجان شرقی،تبریز،ولیعصر غربی,20
خراسان رضوی،مشهد،فلکه برق,20
مازندران،سلمانشهر (متل قو)،متل قو,20
کردستان،سنندج،میدان جهاد,20
گیلان،رشت،سبزه میدان,20
البرز،کرج،شهرک اندیشه فاز 1(کرج),20
البرز،کرج،چیتگر,20
البرز،کرج،بلوار مرزداران,19
تهران،تهران،آتشگاه,19
تهران،تهران،بلوار جمهوری اسلامی,19
اصفهان،اصفهان،الهیه,19
فارس،شیراز،دوکوهک,19
آذربایجان شرقی،تبریز،میدان بهشتی,19
کرمانشاه،کرمانشاه،فرهنگیان فاز یک,19
خوزستان،اهواز،کوی طالقانی,19
خراسان رضوی،مشهد،نوفول لوشاتو,19
تهران،تهران،ملارد(کرج),19
گیلان،رشت،قلی پور,19
تهران،تهران،رضا‌شهر,19
تهران،تهران،شورا,19
کرمان،کرمان،شهاب,19
قم،قم،شهران,19
کرمان،کرمان،کرمان,19
کرمانشاه،کرمانشاه،الهیه,19
گیلان،رشت،حمیدیان,18
تهران،تهران،میدان نبوت(کرج),18
تهران،تهران،قاسم‌أباد (شهرک غرب),18
اصفهان،اصفهان،صمدیه,18
گیلان،رشت،لاکانی,18
آذربایجان شرقی،تبریز،دانشگاه آزاد تبریز,18
تهران،تهران،فلکه گاز,18
فارس،شیراز،رسالت,18
خراسان رضوی،مشهد،شاندیز,18
البرز،کرج،پاسداران,18
تهران،تهران،هزارجریب,18
یزد،یزد،آیت الله کاشانی,18
البرز،کرج،قیطریه,18
آذربایجان شرقی،تبریز،فلسطین,18
گیلان،رشت،مطهری,18
خراسان رضوی،مشهد،قائم,18
فارس،شیراز،ولیعصر,18
گیلان،رشت،رودباری,18
خوزستان،اهواز،شهرک دانشگاه,18
اصفهان،اصفهان،شیخ مفید,18
تهران،تهران،حصارک(کرج),18
البرز،کرج،قلمستان(کرج),18
گیلان،رشت،میدان امام حسین,18
یزد،یزد،جمهوری  -  نصر,17
اصفهان،اصفهان،پینارت,17
تهران،تهران،حکیم نظامی,17
تهران،تهران،جاده تهران,17
یزد،یزد،بلوار مطهری,17
تهران،تهران،فرامرز عباسی,17
البرز،کرج،تهرانسر,17
اصفهان،اصفهان،میرزا طاهر,17
خراسان رضوی،مشهد،ستارخان,17
اصفهان،اصفهان،باغ فدک,17
خوزستان،اهواز،بهارستان,17
البرز،کرج،شهر جدید اندیشه,17
تهران،تهران،انقلاب(کرج),17
فارس،شیراز،منوچهری,17
اصفهان،اصفهان،شمس‌آباد,17
گیلان،رشت،گلباغ نماز,17
البرز،کرج،اتحاد(کرج),17
آذربایجان شرقی،تبریز،سرتک,17
آذربایجان شرقی،تبریز،دانشگاه تبریز,17
تهران،تهران،سینما سعدی,16
تهران،تهران،بلوارحمزه,16
تهران،تهران،مدرس,16
تهران،تهران،حرم‌مطهر,16
آذربایجان شرقی،تبریز،میدان ساعت,16
فارس،شیراز،بلوار دولت,16
آذربایجان شرقی،تبریز،امامیه,16
خوزستان،اهواز،فرهنگ شهر,16
البرز،کرج،اسلام آباد(کرج),16
البرز،کرج،جمالزاده,16
یزد،یزد،آزادگان(کرج),16
البرز،کرج،کوی مدرس(کرج),16
البرز،کرج،شهرک اکباتان,16
کردستان،سنندج،جام جم,16
همدان،همدان،خیابان آیت الله طالقانی,16
کرمان،کرمان،خیابان شهید مصطفی خمینی,16
فارس،شیراز،نمازی,16
خراسان رضوی،مشهد،سعدی,16
قزوین،قزوین،نارمک,16
لرستان،خرم آباد،قاضی آباد (منطقه7),16
تهران،تهران،شیخ صدوق,16
تهران،تهران،شهریار(کرج),16
آذربایجان شرقی،تبریز،مقصودیه,16
تهران،تهران،صیاد‌شیرازی,16
بوشهر،بوشهر،باغ زهرا,16
آذربایجان شرقی،تبریز،فتح آباد,16
تهران،تهران،طالقانی,16
تهران،تهران،کارخانه قند(کرج),16
گیلان،رشت،زعفرانیه,15
تهران،تهران،بلوار شهرداری(کرج),15
تهران،تهران،بلوار مدرس,15
البرز،کرج،بلوار فردوس,15
اصفهان،اصفهان،شریعتی,15
آذربایجان شرقی،تبریز،شهرک رازی,15
تهران،تهران،رشدیه,15
البرز،کرج،شهرک راه آهن,15
البرز،کرج،باغ فیض,15
تهران،تهران،دریا گوشه,15
تهران،تهران،چهارباغ پایین,15
مازندران،آمل،هروی,15
کردستان،سنندج،میدان سنگ شیر,15
گیلان،رشت،میدان توشیبا,15
البرز،کرج،سرحد آباد(کرج),15
تهران،تهران،فرهنگ شهر,15
تهران،تهران،منظریه(کرج),15
البرز،کرج،ذوب آهن(کرج),15
همدان،همدان،خیابان جهاد,15
فارس،شیراز،دکتر شریعتی,15
خوزستان،اهواز،پردیس 1,15
تهران،تهران،بلوار رحمت,15
تهران،تهران،فرودگاه,15
خراسان رضوی،مشهد،پیچ شمرون,15
یزد،یزد،نعل اسبی,14
تهران،تهران،مشکین دشت(کرج),14
آذربایجان شرقی،تبریز،بلوار 29 بهمن,14
گیلان،رشت،سعدی,14
آذربایجان شرقی،تبریز،لاله غربی,14
تهران،تهران،معلم,14
آذربایجان شرقی،تبریز،جلالیه,14
تهران،تهران،بسیج,14
البرز،کرج،دارآباد,14
آذربایجان شرقی،تبریز،شهرک غرب,14
البرز،کرج،میدان انقلاب,14
فارس،شیراز،صدا و سیما,14
خراسان رضوی،مشهد،جنت آباد,14
تهران،تهران،خطیب,14
خراسان رضوی،مشهد،کلانتری,14
تهران،تهران،مهرآباد,14
تهران،تهران،بزرگراه اشرفی اصفهانی,14
آذربایجان شرقی،تبریز،مارالان جنوبی,14
تهران،تهران،نماز,14
اصفهان،اصفهان،جردن  -  ولیعصر,14
خوزستان،اهواز،شهرک جانبازان,14
تهران،تهران،چهار باغ بالا,14
تهران،تهران،جاده فومن,14
لرستان،خرم آباد،کیو(میدان کیو),14
فارس،شیراز،کار اندیش,14
آذربایجان شرقی،تبریز،راسته کوچه,14
تهران،تهران،شاهین (منطقه 14 ),14
تهران،تهران،عباس‌آباد,14
اصفهان،اصفهان،دولت اباد,14
تهران،تهران،خیابان بوسنی هرزگوین,14
البرز،کرج،ولیعصر,14
تهران،تهران،کلاکسر,13
گیلان،رشت،دیانتی,13
البرز،کرج،جنت آباد,13
تهران،تهران،شهرک الهیه,13
تهران،تهران،امیر آباد,13
آذربایجان شرقی،تبریز،نیروی هوایی,13
گیلان،رشت،دباغیان,13
گیلان،رشت،جاده فومن,13
تهران،تهران،آگاهی,13
تهران،تهران،سپاهان‌شهر (حومه),13
البرز،کرج،ملارد,13
اصفهان،اصفهان،امیرکبیر,13
فارس،شیراز،باغ تخت,13
یزد،یزد،آزادشهر,13
البرز،کرج،شریعتی,13
البرز،کرج،شهرک ۳۵۰ متری(کرج),13
گیلان،رشت،علی آباد,13
تهران،تهران،امیرکبیر,13
تهران،تهران،چاکسر,13
هرمزگان،بندرعباس،محله نظر آباد,13
خراسان رضوی،مشهد،توحید,13
البرز،کرج،کوهستان,13
آذربایجان شرقی،تبریز،وزیرآباد,13
گیلان،رشت،فلکه جهاد,13
البرز،کرج،کامیون داران(کرج),13
کرمان،کرمان،خیابان شهدا زریسف,13
تهران،تهران،بلوار مطهری,13
خراسان رضوی،مشهد،شهرک‌ شهید رجایی,13
آذربایجان شرقی،تبریز،اطلس,13
سیستان و بلوچستان،زاهدان،بزرگمهر,13
گیلان،رشت،سه راه پاستوریزه,13
یزد،یزد،چمران,13
یزد،یزد،شهید قندی,13
تهران،تهران،قلی پور,13
تهران،تهران،کوثر,13
تهران،تهران،بعثت,13
فارس،شیراز،شهرک پرواز,13
اصفهان،اصفهان،تهرانپارس (منطقه ۴),13
تهران،تهران،زنبیل آباد (شهید صدوقی),13
سیستان و بلوچستان،زاهدان،بلوار معلم,12
همدان،همدان،میدان بیمه,12
گیلان،رشت،نامجو,12
تهران،تهران،توحید,12
خوزستان،اهواز،لتینگان (نوشهر),12
کرمان،کرمان،خیابان ابوذر,12
قم،قم،کیوانفر,12
همدان،همدان،کوی مدرس,12
کردستان،سنندج،حسن آباد,12
خراسان رضوی،مشهد،مفتح,12
آذربایجان شرقی،تبریز،جدیری,12
فارس،شیراز،گاز شرقی,12
گیلان،رشت،یخسازی,12
البرز،کرج،دروازه دولت,12
کردستان،سنندج،بهاران 2/19,12
یزد،یزد،پاک نژاد,12
تهران،تهران،سالاریه,12
خراسان رضوی،سبزوار،توحید,12
خوزستان،اهواز،فاز 2 پادادشهر,12
کردستان،سنندج،شهرک نور,12
اصفهان،اصفهان،عبد الرزاق,12
البرز،کرج،دولت,12
کرمان،کرمان،شهرک خواجو,12
تهران،تهران،بهاران 2/19,12
تهران،تهران،خاقانی,12
اصفهان،اصفهان،شاهین ویلا(کرج),12
کرمانشاه،کرمانشاه،برق,12
خراسان رضوی،مشهد،سایر مناطق (خارج شهر),12
قم،قم،مدرس,12
گیلان،رشت،جانبازان,12
همدان،همدان،خیابان مهدیه,12
گیلان،رشت،جاده تهران,12
خوزستان،اهواز،کوی سپیدار,12
یزد،یزد،بلوار دانشگاه,12
آذربایجان شرقی،تبریز،ارم,12
قم،قم،یزدانشهر,12
یزد،یزد،آذر یزدی,12
تهران،تهران،کیانپارس شرقی,12
اصفهان،اصفهان،نفت شمالی,11
مازندران،آمل،طالب آملی,11
البرز،کرج،تهران_آزادی,11
تهران،تهران،فرگاز(کرج),11
یزد،یزد،بلوار آیت الله خامنه‌ای,11
کرمان،کرمان،بلوار 24 آذر,11
اصفهان،اصفهان،ونک,11
تهران،تهران،بلوار شفق,11
البرز،کرج،کرج - گوهردشت,11
تهران،تهران،هشت‌بهشت,11
تهران،تهران،جهان نما(کرج),11
خراسان رضوی،مشهد،قاسم آباد,11
همدان،همدان،خیابان 30 متری شکریه,11
قم،قم،مشهد,11
کرمان،کرمان،بلوار شهید عباسپور,11
البرز،کرج،یوسف آباد,11
همدان،همدان،میدان سنگ شیر,11
کرمان،کرمان،خیابان مدیریت,11
آذربایجان شرقی،تبریز،آخر مارالان,11
فارس،شیراز،جنت آباد,11
تهران،تهران،قاضی آباد (منطقه7),11
کردستان،سنندج،بلوار کردستان,11
یزد،یزد،میدان مسکن,11
گیلان،رشت،معلولین,11
فارس،شیراز،شهرک رکن آباد,11
تهران،تهران،شالمان,11
آذربایجان شرقی،تبریز،شهریار,11
تهران،تهران،صفاشهر,11
قم،قم،پیام نور,11
تهران،تهران،ناصرخسرو (منطقه4),11
همدان،همدان،دره مرادبیگ,11
کرمان،کرمان،بلوار آزادگان,11
البرز،کرج،الهیه,11
البرز،کرج،فرگاز(کرج),11
آذربایجان شرقی،تبریز،کارگر شمالی,11
آذربایجان شرقی،تبریز،بیلانکوه,11
تهران،تهران،تحویلی,11
تهران،تهران،شهرک پرواز,11
قم،قم،پیروزی,11
خراسان رضوی،سبزوار،سنگ پل,11
اصفهان،اصفهان،تخت فولاد,11
همدان،همدان،خیابان هنرستان,10
تهران،تهران،کاشانی,10
آذربایجان شرقی،تبریز،کوی دادگستری,10
البرز،کرج،بازار,10
البرز،کرج،صادقیه,10
البرز،کرج،فاطمی,10
گیلان،رشت،شهرداری,10
اصفهان،اصفهان،رسالت,10
گلستان،گرگان،دخانیات,10
آذربایجان شرقی،تبریز،نارمک,10
اصفهان،اصفهان،سازمان برنامه,10
همدان،همدان،خیابان زمانی,10
تهران،تهران،شهرک شهید آیت الله مدنی,10
خراسان رضوی،مشهد،میدان ولیعصر,10
تهران،تهران،دانشگاه نوشیروانی,10
البرز،کرج،جانبازان,10
تهران،تهران،شهر جدید اندیشه(کرج),10
گیلان،رشت،پل عراق,10
قم،قم،حرم,10
کرمان،کرمان،مشتاق,10
گیلان،رشت،شهرک قدس,10
خوزستان،اهواز،گیت بوستان,10
کردستان،سنندج،تکیه و چمن,10
کرمان،کرمان،بزرگراه امام خمینی,10
آذربایجان شرقی،تبریز،بلوار دکتر حسابی,10
کرمان،کرمان،بلوار حجاج,10
خوزستان،اهواز،شهرک برق,10
گیلان،رشت،ضیابری,10
اصفهان،اصفهان،یوسف آباد,10
تهران،تهران،سی متری,10
آذربایجان شرقی،تبریز،شهرک راه آهن,10
اصفهان،اصفهان،زردنجان,10
تهران،تهران،خوراسگان,10
قم،قم،گلزار,10
آذربایجان شرقی،تبریز،کسایی,10
همدان،همدان،خیابان میرزاده عشقی,10
یزد،یزد،دروازه قرآن,10
البرز،کرج،هروی,10
البرز،کرج،یافت آباد,10
البرز،کرج،مبارک آباد,10
آذربایجان شرقی،تبریز،تبریز,10
تهران،تهران،منظریه,10
فارس،شیراز،پایگاه هوایی,10
اصفهان،اصفهان،پاسداران,10
اصفهان،اصفهان،دردشت,10
آذربایجان شرقی،تبریز،بازار,10
گیلان،رشت،محله لاکان,10
تهران،تهران،چهارراه لشگر,10
البرز،کرج،حصار(کرج),10
خراسان رضوی،مشهد،طرق,10
کرمان،جیرفت،سردار جنگل,10
البرز،کرج،مفتح,10
اصفهان،اصفهان،سپه سالار,10
تهران،تهران،کوی کارمندان جنوبی(کرج),10
تهران،تهران،شمس آبادی,10
قزوین،قزوین،پونک,10
گیلان،رشت،خ چمران,10
اصفهان،اصفهان،سعادت آباد,10
کرمانشاه،کرمانشاه،شهرک غرب,10
خوزستان،اهواز،کمپلو جنوبی,10
گیلان،رشت،آب و برق,10
تهران،تهران،چوگیاه,9
اصفهان،اصفهان،کردآباد,9
تهران،تهران،باجک (19 دی),9
البرز،کرج،بزرگراه رسالت,9
تهران،تهران،نظر,9
فارس،شیراز،پونک,9
خوزستان،اهواز،فاز 1 پادادشهر,9
تهران،تهران،دروازه بابل,9
گیلان،رشت،بیستون,9
فارس،شیراز،شهید آوینی,9
تهران،تهران،سید گلسرخ,9
قم،قم،شهید بهشتی,9
البرز،کرج،سازمان برنامه,9
فارس،شیراز،بنی هاشم,9
خوزستان،اهواز،کوی مجاهد,9
کرمان،کرمان،میرزا آقاخان,9
البرز،کرج،میدان سپاه,9
البرز،هشتگرد و نظرآباد،گلشهر(کرج),9
تهران،تهران،کلاک(کرج),9
گیلان،رشت،فخب,9
یزد،یزد،پاسداران,9
البرز،کرج،کرج - گلشهر,9
تهران،تهران،خیابان شریعتی,9
خراسان رضوی،مشهد،گاندی,9
مرکزی،اراک،بلوار فردوس,9
خراسان رضوی،مشهد،زعفرانیه,9
همدان،همدان،خیابان جوادیه,9
تهران،تهران،فلکه ضد,9
خراسان جنوبی،بیرجند،شهرک راه آهن,9
آذربایجان شرقی،تبریز،شیخ الرئیس,9
اصفهان،اصفهان،مدرس,9
تهران،تهران،بیست و دو بهمن,9
فارس،شیراز،شاهد,9
گیلان،رشت،میدان حشمت,9
آذربایجان شرقی،تبریز،پاسداران,9
البرز،کرج،کرج - شهرک بنفشه,9
اصفهان،اصفهان،اشکاوند,9
یزد،یزد،مسکن,9
آذربایجان شرقی،تبریز،تولید دارو,9
گیلان،رشت،شالمان,9
البرز،کرج،شهرری,9
اصفهان،اصفهان،جنت آباد,9
فارس،شیراز،کوشک میدان,9
تهران،تهران،مبارک آباد,9
اصفهان،اصفهان،آزاد شهر,9
تهران،تهران،فلکه گاز (آزادی),9
آذربایجان شرقی،تبریز،میدان دانشسرا,9
تهران،تهران،شهرک گلستان,9
تهران،تهران،حسین آباد(کرج),9
گیلان،رشت،طرشت,9
آذربایجان شرقی،تبریز،گاگشت,9
آذربایجان شرقی،تبریز،کوی طالقانی,9
فارس،شیراز،محراب,9
گیلان،رشت،میدان رازی,9
یزد،یزد،بلوار صدوقی  -  میدان همافر,9
اصفهان،اصفهان،چیتگر,9
تهران،تهران،دهقان ویلا(کرج),9
یزد،یزد،امام علی,9
البرز،کرج،نیاوران,9
البرز،کرج،نظام آباد,8
خراسان رضوی،مشهد،میر,8
گیلان،رشت،بلوار امام علی,8
تهران،تهران،بلوار هوانیروز,8
همدان،همدان،30 متری عمار,8
مازندران،آمل،چاکسر,8
فارس،شیراز،تهرانپارس (منطقه ۴),8
اصفهان،اصفهان،بخارست,8
تهران،تهران،مرکز شهر (چالوس),8
کردستان،سنندج،شهرک ۵آذر,8
کرمانشاه،کرمانشاه،کارمندان,8
خراسان رضوی،مشهد،الهیه,8
خوزستان،اهواز،زیبا شهر,8
البرز،کرج،جردن,8
کردستان،سنندج،خسروآباد,8
مازندران،چالوس، نوشهر و کلارآباد،سعادت آباد,8
قم،قم،تهرانسر,8
تهران،تهران،دورشهر,8
کردستان،سنندج،جامی,8
اصفهان،اصفهان،ظفر,8
تهران،تهران،کیو(میدان کیو),8
تهران،تهران،مصباح(کرج),8
فارس،شیراز،فردوس غرب,8
البرز،کرج،پیروزی,8
خراسان رضوی،مشهد،خیابان رودکی,8
لرستان،خرم آباد،چهارراه فرهنگ (منطقه1),8
تهران،تهران،سلطان منش,8
تهران،تهران،کرکاس,8
تهران،تهران،حافظ,8
فارس،شیراز،حافظیه,8
البرز،کرج،جمهوری,8
تهران،تهران،هشتگرد,8
تهران،تهران،برازنده,8
البرز،کرج،میدان رسالت,8
خوزستان،اهواز،زیتون کارگری,8
اصفهان،اصفهان،فولاد شهر,8
البرز،کرج،شهریار,8
فارس،شیراز،شهرک حافظ,8
تهران،تهران،قائم,8
قم،قم،نارمک,8
یزد،یزد،قاسم آباد,8
خوزستان،اهواز،ملاشیه,8
یزد،یزد،میدان ولیعصر,8
کردستان،سنندج،شهرک سعدی فاز 2,8
تهران،تهران،امام,8
تهران،تهران،سرافرازان,8
خراسان رضوی،مشهد،نارمک,8
کرمان،کرمان،قنات کوثر,8
کردستان،سنندج،خیابان فلسطین,8
البرز،کرج،میدان شهدا,8
تهران،تهران،دروازه لاکان,8
مرکزی،اراک،آزادگان,8
قم،قم،کارون,8
تهران،تهران،شهرک امام خمینی,8
اصفهان،اصفهان،گوهردشت(کرج),8
اصفهان،اصفهان،فرشته,8
مازندران،آمل،بزرگراه رسالت,8
البرز،کرج،پیامبر مرکزی,8
فارس،شیراز،زیباشهر,8
لرستان،خرم آباد،مطهری (منطقه1),8
خراسان رضوی،مشهد،گنبد‌سبز,8
اصفهان،اصفهان،پیروزی,8
تهران،تهران،دروازه تهران,8
خوزستان،اهواز،باغستان(کرج),8
تهران،تهران،محراب,7
کردستان،سنندج،شهرک مولوی,7
فارس،شیراز،سعدی,7
مازندران،سلمانشهر (متل قو)،لاکوده,7
آذربایجان غربی،ارومیه،زرگری,7
تهران،تهران،کلاهدوز,7
البرز،کرج،زنبیل آباد (شهید صدوقی),7
البرز،کرج،شهران,7
تهران،تهران،بزرگراه آزادی,7
همدان،همدان،کوی شهید چمران,7
تهران،تهران،گوهر شاد,7
تهران،تهران،تازه آباد,7
تهران،تهران،میدان مصلی,7
مازندران،سلمانشهر (متل قو)،تهرانپارس (منطقه ۴),7
تهران،تهران،باغمیشه,7
اصفهان،اصفهان،بلوار پروین,7
تهران،تهران،شیخ یوسف,7
اصفهان،اصفهان،اقدسیه,7
کردستان،سنندج،بهاران 17/1,7
البرز،کرج،سهروردی,7
فارس،شیراز،دولت,7
همدان،همدان،میدان رسالت,7
تهران،تهران،مصلی,7
تهران،تهران،جاده شاندیز (حومه),7
فارس،شیراز،نواب صفوی,7
تهران،تهران،چهارراه گلسار,7
تهران،تهران،میر,7
یزد،یزد،امام حسین,7
فارس،شیراز،بازار,7
کرمان،کرمان،بزرگراه امام رضا,7
خوزستان،اهواز،امانیه,7
لرستان،خرم آباد،دره گرم (منطقه9),7
تهران،تهران،بهارستان (حومه),7
تهران،تهران،شهرک شهید کشوری,7
خوزستان،اهواز،کوی نظام مهندسی,7
مرکزی،اراک،گریاشان,7
آذربایجان شرقی،تبریز،شهرک ولیعصر,7
تهران،تهران،کیان آباد,7
یزد،یزد،بلوار دانشجو,7
آذربایجان شرقی،تبریز،استادان,7
تهران،تهران،منبع آب,7
گیلان،رشت،پونک,7
سیستان و بلوچستان،زاهدان،بلوار دانشگاه,7
اصفهان،اصفهان،بلوار مرزداران,7
تهران،تهران،پارامونت,7
بوشهر،بوشهر،شهرک نیایش,7
تهران،تهران،گلستان شمالی,7
قم،قم،سایر مناطق (خارج شهر),7
فارس،شیراز،فلسطین  -  انقلاب,7
لرستان،خرم آباد،خیرآباد (منطقه2),7
آذربایجان شرقی،تبریز،کوی امام خمینی,7
تهران،تهران،مرداویج ( بین میدان ازادی و فرایبورگ),7
خوزستان،اهواز،پردیس 2,7
همدان،همدان،نظام آباد,7
البرز،کرج،دانشکده(کرج),7
یزد،یزد،لاله زار,7
کرمان،کرمان،استقلال,7
آذربایجان شرقی،تبریز،بارنج,7
اصفهان،اصفهان،شهرری,7
کرمان،کرمان،مالک اشتر,7
فارس،شیراز،شهرک سجادیه,7
همدان،همدان،میدان امامزاده عبدالله,7
کرمانشاه،کرمانشاه،فرهنگیان فاز 2,7
البرز،کرج،اشرفی اصفهانی,7
تهران،تهران،شهید مطهری,7
آذربایجان شرقی،تبریز،قراملک,7
